ID,DocumentID,Type,Year,Title,Submitted By,Category
ATCM28_ip074_e.docx,2046,ip,2005,Development Pressures on the Antarctic Wilderness,ASOC,Fauna and flora general
ATCM28_ip075_e.docx,2047,ip,2005,Baseline of the environment in the surroundings of the Czech Antarctic station,Czechia,Enviromental impact assessment(EIA): other EIA matters
ATCM28_ip076_e.docx,2048,ip,2005,Environmental monitoring of the Indian permanent station-Maitri in pusuant to the Protocol on Environmental Protection to the Antarctic Treaty,India,Enviromental monitoring and reporting
ATCM28_ip077_rev1_e.docx,2049,ip,2005,"Report submitted to Antarctic Treaty Consultative Meeting XXVIII by the depositary government for the Convention for the Conservation of Antarctic Seals in accordance with Recommendation XIII-2, Paragraph 2(d)",United Kingdom,Operation of antarctic treaty system: Reports
ATCM28_ip080_e.docx,2050,ip,2005,India’s endeavour for a new research Station in Antarctica- a report,India,Operational issues
ATCM28_ip081_e.docx,2051,ip,2005,Site Guidelines Analysis,IAATO,Site guidelines for visitors
ATCM28_ip081_e.docx,2051,ip,2005,Site Guidelines Analysis,IAATO,Tourism and NG activities
ATCM28_ip082_e.docx,2052,ip,2005,"IAATO Overview of Antarctic Tourism, 2004-2005 Antarctic Season",IAATO,Tourism and NG activities
ATCM28_ip083_e.docx,2053,ip,2005,A Report on The Environment of Great Wall Station and Zhongshan Station in current years for ATCM,China,Enviromental protection general
ATCM28_ip084_e.docx,2054,ip,2005,Annual Report of China pursuant to Article 17 of the Protocol on Environmental Protection to the Antarctic Treaty,China,Exchange of information
ATCM28_ip085_e.docx,2055,ip,2005,Biodiversity in the Antarctic,SCAR,Fauna and flora general
ATCM28_ip085_e.docx,2055,ip,2005,Biodiversity in the Antarctic,SCAR,Science issues
ATCM28_ip087_e.docx,2056,ip,2005,"Report of the scientific research during the IX expedition (advance report) 8 December 2003 – 24 February 2004
",Ecuador,Science issues
ATCM28_ip089_e.docx,2057,ip,2005,"Proposed Amendments to the Standard Post Visit Site Report Form by the International Association of Antarctic Tour Operators (IAATO)
",IAATO,Tourism and NG activities
ATCM28_ip090_e.docx,2058,ip,2005,IAATO Site Specific Guidelines in the Antarctic Peninsula ,IAATO,Site guidelines for visitors
ATCM28_ip090_e.docx,2058,ip,2005,IAATO Site Specific Guidelines in the Antarctic Peninsula ,IAATO,Tourism and NG activities
ATCM28_ip091_e.docx,2059,ip,2005,"The Chinese National Antarctic Inland Expedition to Dome A
",China,Operational issues
ATCM28_ip091_e.docx,2059,ip,2005,"The Chinese National Antarctic Inland Expedition to Dome A
",China,Science issues
ATCM28_ip092_e.docx,2060,ip,2005,"Report on the air rescuing a Chinese Expeditioner by American airplane from South Pole Station 
",China,Safety and Operations in antarctica
ATCM28_ip092_e.docx,2060,ip,2005,"Report on the air rescuing a Chinese Expeditioner by American airplane from South Pole Station 
",China,Search and rescue
ATCM28_ip093_e.docx,2061,ip,2005,Recent Developments in Biological Prospecting Relevant to Antarctica,UNEP,Biological Prospecting
ATCM28_ip094_e.docx,2062,ip,2005,"Progress implementing the International Polar Year 2007–2008
",SCAR,International polar year
ATCM28_ip095_rev1_e.docx,2063,ip,2005,"Report of the International Association of Antarctica Tour Operators  2004-2005
",IAATO,Tourism and NG activities
ATCM28_ip096_e.docx,2064,ip,2005,An Update on IAATO’s Accreditation and Audit Scheme ,IAATO,Tourism and NG activities
ATCM28_ip097_e.docx,2065,ip,2005,Update on Boot and Clothing Decontamination Guidelines and the Introduction and Detection of Diseases in Antarctic Wildlife: IAATO’s Perspective,IAATO,Non-native species and quarantine
ATCM28_ip097_e.docx,2065,ip,2005,Update on Boot and Clothing Decontamination Guidelines and the Introduction and Detection of Diseases in Antarctic Wildlife: IAATO’s Perspective,IAATO,Tourism and NG activities
ATCM28_ip098_e.docx,2066,ip,2005,"Draft proposal for discussion to Antarctic Protected Areas System - Antarctic Specially Managed Area No XX “Petermann Island, Wilhelm Archipelago, Antarctic Peninsula",Ukraine,Management Plans
ATCM28_ip099_e.docx,2067,ip,2005,Ukrainian Antarctic Research for 2004-2005 summer season,Ukraine,Science issues
ATCM28_ip100_e.docx,2068,ip,2005,Possibilities for environmental changes monitoring with the assistance of tourist ship cruises staff/passenger photography in Antarctic Peninsula region,Ukraine,Tourism and NG activities
ATCM28_ip101_e.docx,2069,ip,2005,Annual report pursuant to Article 17 of the Protocol on Environmental Protection to the Antarctic Treaty. The Ukraine (2005) ,Ukraine,Exchange of information
ATCM28_ip102_e.docx,2070,ip,2005,"Annual report pursuant to the Article 17 of the Protocol on Environmental Protection to the Antarctic Treaty, Japan 2004/2005 Season",Japan,Exchange of information
ATCM28_ip103_e.docx,2071,ip,2005,Revised Scoping Paper on intersessional consultation process between the Secretariat and ATCM,Japan,Operation of antarctic treaty system: The secretariat
ATCM28_ip104_e.docx,2072,ip,2005,The Antarctic and Climate Change,ASOC,Climate change
ATCM28_ip105_e.docx,2073,ip,2005,Four- year program for clean-up at Syowa Station,Japan,Waste management and disposal
ATCM28_ip106_e.docx,2074,ip,2005,Outreach activity on the Polar Research in conjunction with IPY 2007-2008,Japan,International polar year
ATCM28_ip106_e.docx,2074,ip,2005,Outreach activity on the Polar Research in conjunction with IPY 2007-2008,Japan,Science issues
ATCM28_ip108_e.docx,2075,ip,2005,"Report of the Antarctic and Southern Ocean Coalition (ASOC)
",ASOC,Cooperation with other organization
ATCM28_ip109_e.docx,2076,ip,2005,Chairman’s report on informal consultations convened in New York from 13 to 15 April 2005,New Zealand,Liability
ATCM28_ip113_e.docx,2077,ip,2005,Air rescue service presented by Chile,Chile,Safety and Operations in antarctica
ATCM28_ip113_e.docx,2077,ip,2005,Air rescue service presented by Chile,Chile,Search and rescue
ATCM28_ip114_e.docx,2078,ip,2005,Ist Antarctic School Fair,Chile,Educational issues
ATCM28_ip115_e.docx,2079,ip,2005,Census of Antarctic Marine Life - A SCAR-supported field activity for IPY 2007/08,Australia,International polar year
ATCM28_ip115_e.docx,2079,ip,2005,Census of Antarctic Marine Life - A SCAR-supported field activity for IPY 2007/08,Australia,Science issues
ATCM28_ip116_e.docx,2080,ip,2005,Annual report to the Protocol on Environmental Protection to the Antarctic Treaty,Korea (ROK),Exchange of information
ATCM28_ip117_e.docx,2081,ip,2005,"Report by IUCN. Submitted to the XXVIII ATCM
",IUCN,Operation of antarctic treaty system: Reports
ATCM28_ip121_e.docx,2082,ip,2005,Information Paper on The Use of Ballast Water in Antarctica,"COMNAP, IAATO",Non-native species and quarantine
ATCM28_ip121_e.docx,2082,ip,2005,Information Paper on The Use of Ballast Water in Antarctica,"COMNAP, IAATO",Prevention of marine pollution
ATCM28_ip122_e.docx,2083,ip,2005,COMNAP Report to ATCM XXVIII ,COMNAP,Operation of antarctic treaty system: Reports
ATCM28_ip123_e.docx,2084,ip,2005,Annex II Review,ATS,Enviromental protection general
ATCM28_ip123_e.docx,2084,ip,2005,Annex II Review,ATS,Operation of the antarctic treaty system: General
ATCM28_ip124_e.docx,2085,ip,2005,ATS Contributions 2005,ATS,Operation of antarctic treaty system: The secretariat
ATCM28_ip125_e.docx,2086,ip,2005,The Control System of the Argentine Republic,Argentina,Operation of antarctic treaty system: The secretariat
ATCM27_ip001_e.docx,2087,ip,2004,Report submitted to ATCM XXVII by the depositary government for the Convention for the Conservation of Antarctic Seals,United Kingdom,Operation of antarctic treaty system: Reports
ATCM27_ip003_e.docx,2088,ip,2004,"Draft Comprehensive Environmental Evaluation
for Czech Scientific Station in Antarctica Construction and Operation",Czechia,Comprehensive enviromental evaluation
ATCM27_ip004_e.docx,2089,ip,2004,Report by the CCAMLR observer at the 27th ATCM,CCAMLR,Operation of antarctic treaty system: Reports
ATCM27_ip005_e.docx,2090,ip,2004,"Research Project “Risk assessment for the Fildes Peninsula and Ardley Island and the development of Management Plans for designation as Antarctic Specially Protected or Managed Areas”
",Germany,Area Management and protection plans: General
ATCM27_ip010_e.docx,2091,ip,2004,Antarctic site inventory: 1994-2004,United States,Enviromental monitoring and reporting
ATCM27_ip010_e.docx,2091,ip,2004,Antarctic site inventory: 1994-2004,United States,Tourism and NG activities
ATCM27_ip012_e.docx,2092,ip,2004,COMNAP’s Framework and Guidelines for Emergency Response and Contingency Planning in Antarctica,COMNAP,Emergency report and contingency plan
ATCM27_ip013_e.docx,2093,ip,2004,Environmental training in national Antarctic programs: a workshop between the COMNAP networks AEON and Trainet,COMNAP,Enviromental protection general
ATCM27_ip014_e.docx,2094,ip,2004,Interaction between national Antarctic programs and non-government and tourism operations,COMNAP,Tourism and NG activities
ATCM27_ip015_e.docx,2095,ip,2004,An analysis of Initial Environmental Evaluations (IEES),COMNAP,Enviromental impact assessment(EIA): other EIA matters
ATCM27_ip016_e.docx,2096,ip,2004,Ukraine Antarctic research program (1996-2003),Ukraine,Science issues
ATCM27_ip019_e.docx,2097,ip,2004,Annual report of New Zealand pursuant to Article 17 of the Protocol on Environmental Protection to the Antarctic Treaty,New Zealand,Exchange of information
ATCM27_ip021_e.docx,2098,ip,2004,"Renewable power generation for the Swedish Antarctic station, Wasa",Sweden,Enviromental Domains Analysis
ATCM27_ip022_e.docx,2099,ip,2004,COMNAP Report to ATCM XXVII ,COMNAP,Operation of antarctic treaty system: Reports
ATCM27_ip024_e.docx,2100,ip,2004,Systematic environmental protection in Antarctica - first progress report on the creation of a systematic environmental geographic framework for the Ross Sea region using environmental domains analysis,New Zealand,Enviromental Domains Analysis
ATCM27_ip026_e.docx,2101,ip,2004,Ukraine interest to achieve Consultative Party status of the Antarctic Treaty,Ukraine,Operation of the antarctic treaty system: General
ATCM27_ip027_e.docx,2102,ip,2004,"Revised Scoping Paper on intersessional consultation process between the Secretariat and ATCM
",Japan,Operation of antarctic treaty system: The secretariat
ATCM27_ip028_e.docx,2103,ip,2004,Construction of a new permanent Antarctic station replacing Neumayer Station at Ekstrom Ice Shelf,Germany,Enviromental protection general
ATCM27_ip028_e.docx,2103,ip,2004,Construction of a new permanent Antarctic station replacing Neumayer Station at Ekstrom Ice Shelf,Germany,Tourism and NG activities
ATCM27_ip029_e.docx,2104,ip,2004,Draft Antarctic research strategy for South Africa,South Africa,Science issues
ATCM27_ip030_e.docx,2105,ip,2004,"Environmental monitoring of the Indian permanent station, Maitri in pursuant to the Protocol on Environmental Protection to the Antarctic Treaty",India,Enviromental monitoring and reporting
ATCM27_ip031_e.docx,2106,ip,2004,Report of the 2004 Finnish Antarctic inspection under Article VII of the Antarctic Treaty and Article 14 of the Protocol on Environmental Protection to the Antarctic Treaty,Finland,Inspections
ATCM27_ip032_e.docx,2107,ip,2004,Annual report pursuant to the Article 17 of the Protocol on Environmental Protection to the Antarctic Treaty,India,Exchange of information
ATCM27_ip033_e.docx,2108,ip,2004,India's Antarctic science programme 2003-04,India,Enviromental protection general
ATCM27_ip034_e.docx,2109,ip,2004,Ecuadorian report on Antarctic activities 2003-2004,Ecuador,Science issues
ATCM27_ip035_e.docx,2110,ip,2004,Initial Environmental Evaluation for Troll Runway,Norway,Enviromental impact assessment(EIA): other EIA matters
ATCM27_ip036_e.docx,2111,ip,2004,Report of the depositary government of the Antarctic Treaty and its Protocol (USA) in accordance with Recommendation XIII-2,United States,Enviromental protection general
ATCM27_ip037_e.docx,2112,ip,2004,Progress report on the Andrill draft CEE and an outline of the process and timeline for the completion of the final CEE,New Zealand,Comprehensive enviromental evaluation
ATCM27_ip037_e.docx,2112,ip,2004,Progress report on the Andrill draft CEE and an outline of the process and timeline for the completion of the final CEE,New Zealand,Drilling
ATCM27_ip038_e.docx,2113,ip,2004,Information paper on the Ross Sea region tourism site inventory project workshop,New Zealand,Enviromental monitoring and reporting
ATCM27_ip038_e.docx,2113,ip,2004,Information paper on the Ross Sea region tourism site inventory project workshop,New Zealand,Tourism and NG activities
ATCM27_ip039_e.docx,2114,ip,2004,Some comments and proposals on Antarctic tourism,Italy,Tourism and NG activities
ATCM27_ip040_e.docx,2115,ip,2004,Review of the Historic Site and Monument HSM 44 (a plaque erected at 'Dakshin Gangotri' Station),India,Historic sites and monuments
ATCM27_ip041_e.docx,2116,ip,2004,Practicing environmental stewardship in Antarctica,United States,Emergency report and contingency plan
ATCM27_ip041_e.docx,2116,ip,2004,Practicing environmental stewardship in Antarctica,United States,Enviromental protection general
ATCM27_ip041_e.docx,2116,ip,2004,Practicing environmental stewardship in Antarctica,United States,Waste management and disposal
ATCM27_ip042_e.docx,2117,ip,2004,"Preliminary consideration on 'Strategic Environmental Assessment', the case of Edmonson Point Area, Ross Sea, Antarctica",Italy,Enviromental impact assessment(EIA): other EIA matters
ATCM27_ip043_e.docx,2118,ip,2004,Results of the studies and activities under the subprogram 'Study and Research of the Antarctic' in the Federal program 'World Ocean',Russian Federation,Science issues
ATCM27_ip044_e.docx,2119,ip,2004,On the need of environmental monitoring of Antarctic Specially Protected Areas,Russian Federation,Area Management and protection plans: General
ATCM27_ip044_e.docx,2119,ip,2004,On the need of environmental monitoring of Antarctic Specially Protected Areas,Russian Federation,Enviromental monitoring and reporting
ATCM27_ip045_e.docx,2120,ip,2004,Orthodox temple in the Antarctic,Russian Federation,Enviromental protection general
ATCM27_ip046_e.docx,2121,ip,2004,Third International Polar Year 2007/08,Russian Federation,International polar year
ATCM27_ip047_e.docx,2122,ip,2004,"National contact points of the Antarctic Treaty System (differes from the IP listed in the printed version) 
",Chile,Exchange of information
ATCM27_ip048_e.docx,2123,ip,2004,Inspection of Russian Antarctic stations and bases,Russian Federation,Inspections
ATCM27_ip049_e.docx,2124,ip,2004,"Report of the CEP observer to SC-CAMLR XXII, 27th to 31st October 2003",Australia,Cooperation with other organization
ATCM27_ip050_e.docx,2125,ip,2004,International project on the cooperative air network in East Antarctica 'Dromlan',Russian Federation,Science issues
ATCM27_ip051_e.docx,2126,ip,2004,On the naming of the unnamed geographic Antarctic features,Russian Federation,Operation of the antarctic treaty system: General
ATCM27_ip052_e.docx,2127,ip,2004,Russian volume of legal acts and comments on the Antarctic Treaty System,Russian Federation,Operation of the antarctic treaty system: General
ATCM27_ip053_e.docx,2128,ip,2004,On the activity of the Russian permission system,Russian Federation,Enviromental protection general
ATCM27_ip054_e.docx,2129,ip,2004,Thala Valley clean-up,Australia,Waste management and disposal
ATCM27_ip055_e.docx,2130,ip,2004,Annual report of China pursuant to Article 17 of the Protocol on Environmental Protection to the Antarctic Treaty ,China,Exchange of information
ATCM27_ip056_e.docx,2131,ip,2004,An update on some issues surrounding noise pollution,ASOC,Marine acoustics
ATCM27_ip057_e.docx,2132,ip,2004,Chinese proposal and activities for 2007/08 IPY,China,International polar year
ATCM27_ip058_e.docx,2133,ip,2004,Annual report under the Protocol on Environmental Protection to the Antarctic Treaty,Netherlands,Exchange of information
ATCM27_ip059_e.docx,2134,ip,2004,"Recommendations, measures, decisions and resolutions on Area Protection and Management, ATCM I-XXVI","Australia, Netherlands",Operation of the antarctic treaty system: General
ATCM27_ip060_e.docx,2135,ip,2004,"Concordia: a new permanent, international research support facility, high on the Antarctic ice cap","France, Italy",Drilling
ATCM27_ip060_e.docx,2135,ip,2004,"Concordia: a new permanent, international research support facility, high on the Antarctic ice cap","France, Italy",Enviromental protection general
ATCM27_ip061_e.docx,2136,ip,2004,Protected Areas referred to in  XXVII ATCM-WP 31,"Australia, Netherlands",Enviromental protection general
ATCM27_ip061_e.docx,2136,ip,2004,Protected Areas referred to in  XXVII ATCM-WP 31,"Australia, Netherlands",Operation of the antarctic treaty system: General
ATCM27_ip062_e.docx,2137,ip,2004,"Analysis of the status of recommendations establishing Specially Protected Areas with Recommendations according to ATCM XXVII-WP31, Point 4, Alternative (B) ","Australia, Netherlands",Operation of the antarctic treaty system: General
ATCM27_ip063_e.docx,2138,ip,2004,IAATO overview of Antarctic tourism 2003-2004 Antarctic season,IAATO,Tourism and NG activities
ATCM27_ip064_e.docx,2139,ip,2004,Annual list of Initial Environmental Evaluations (IEE) and Comprehensive Environmental Evaluations (CEE) calendar year 2003,Australia,Enviromental impact assessment(EIA): other EIA matters
ATCM27_ip065_e.docx,2140,ip,2004,Report by the Head of the Australian delegation in his capacity as Representative of the depositary government for the Convention on the Conservation of Antarctic Marine Living Resources to the 27th ATCM,Australia,Operation of antarctic treaty system: Reports
ATCM27_ip066_rev1_e.docx,2141,ip,2004,Report of the Antarctic and Southern Ocean Coalition (ASOC),ASOC,Cooperation with other organization
ATCM27_ip067_e.docx,2142,ip,2004,A report on the environment of Great Wall Station in recent two years,China,Enviromental protection general
ATCM27_ip067_e.docx,2142,ip,2004,A report on the environment of Great Wall Station in recent two years,China,Exchange of information
ATCM27_ip068_e.docx,2143,ip,2004,Report of IAATO 2003-2004 under Article III (2) of the Antarctic Treaty,IAATO,Cooperation with other organization
ATCM27_ip068_e.docx,2143,ip,2004,Report of IAATO 2003-2004 under Article III (2) of the Antarctic Treaty,IAATO,Tourism and NG activities
ATCM27_ip069_e.docx,2144,ip,2004,IAATO’s formalization of an accreditation scheme and internal audit process and the association's views on an ATCM accreditation scheme,IAATO,Tourism and NG activities
ATCM27_ip070_e.docx,2145,ip,2004,Circum-Antarctic census of marine life Australian proposal for the Internation Polar Year (2007-2009),Australia,International polar year
ATCM27_ip070_e.docx,2145,ip,2004,Circum-Antarctic census of marine life Australian proposal for the Internation Polar Year (2007-2009),Australia,Science issues
ATCM27_ip071_e.docx,2146,ip,2004,Australia's Antarctic quarantine practices,Australia,Non-native species and quarantine
ATCM27_ip072_e.docx,2147,ip,2004,Report by the interim secretariat of the agreement on the Conservation of Albatross and Petrels (ACAP),Australia,Cooperation with other organization
ATCM27_ip073_e.docx,2148,ip,2004,Antarctic Specially Protected Species,SCAR,Specially protocted species
ATCM27_ip074_e.docx,2149,ip,2004,Progress with planning the International Polar Year 2007–2008,SCAR,International polar year
ATCM27_ip075_e.docx,2150,ip,2004,Annual report pursuant to the Protocol on Environmental Protection to the Antarctic Treaty,Belgium,Exchange of information
ATCM27_ip076_e.docx,2151,ip,2004,"Influence of climate on seabirds at sub-Antarctic Marion island, Southern Ocean",South Africa,Climate change
ATCM27_ip076_e.docx,2151,ip,2004,"Influence of climate on seabirds at sub-Antarctic Marion island, Southern Ocean",South Africa,Science issues
ATCM27_ip077_e.docx,2152,ip,2004,"Environmental management during the construction of a new base facility at sub-Antarctic Marion Island. Phase One, 2003",South Africa,Enviromental impact assessment(EIA): other EIA matters
ATCM27_ip077_e.docx,2152,ip,2004,"Environmental management during the construction of a new base facility at sub-Antarctic Marion Island. Phase One, 2003",South Africa,Enviromental protection general
ATCM27_ip078_e.docx,2153,ip,2004,SCAR report on marine acoustic technology and the Antarctic environment,SCAR,Marine acoustics
ATCM27_ip079_e.docx,2154,ip,2004,Public outreach through mass media,Japan,Educational issues
ATCM27_ip080_e.docx,2155,ip,2004,"Report by the International Hydrographic Organization (IHO) on “Cooperation in hydrographic surveying and charting of Antarctic Waters""",IHO,Tourism and NG activities
ATCM27_ip083_e.docx,2156,ip,2004,"SCAR report to XXVII ATCM Cape Town, South Africa 2004
",SCAR,Operation of antarctic treaty system: Reports
ATCM27_ip083_e.docx,2156,ip,2004,"SCAR report to XXVII ATCM Cape Town, South Africa 2004
",SCAR,Science issues
ATCM27_ip084_e.docx,2157,ip,2004,Report on the implementation of the Protocol on Environmental Protection as required by Article 17 of the Protocol,United Kingdom,Exchange of information
ATCM27_ip085_e.docx,2158,ip,2004,"The removal and clean-up of abandoned British bases and waste dumps in Antarctica
",United Kingdom,Waste management and disposal
ATCM27_ip086_e.docx,2159,ip,2004,Talos Dome Ice core project (TDICE): Information note for Environmental Evaluation,Italy,Enviromental impact assessment(EIA): other EIA matters
ATCM27_ip086_e.docx,2159,ip,2004,Talos Dome Ice core project (TDICE): Information note for Environmental Evaluation,Italy,Drilling
ATCM27_ip087_e.docx,2160,ip,2004,"Complementary information to draft CEE for Czech scientific station in Antarctica. (Response to comments of Australia and Germany to the Draft CEE for the Construction and Operation of Czech Scientific Station in Antarctica)
",Czechia,Comprehensive enviromental evaluation
ATCM27_ip088_e.docx,2161,ip,2004,A review of the conservation status of Antarctic mammals and birds,UNEP,Fauna and flora general
ATCM27_ip088_e.docx,2161,ip,2004,A review of the conservation status of Antarctic mammals and birds,UNEP,Specially protocted species
ATCM27_ip089_e.docx,2162,ip,2004,Report on the implementation of the Protocol on Environmental Protection in the Czech Republic,Czechia,Exchange of information
ATCM27_ip090_e.docx,2163,ip,2004,"Report on research activities of the Czech Republic in the Antarctic season 2003/2004
",Czechia,Exchange of information
ATCM27_ip093_e.docx,2164,ip,2004,"The regulation of Antarctic tourism: State of play after the Antarctic Treaty Meeting of Experts (Norway, 22-25 March 2004)",ASOC,Tourism and NG activities
ATCM27_ip094_e.docx,2165,ip,2004,Are more Antarctic stations justified?,ASOC,Operational issues
ATCM27_ip095_e.docx,2166,ip,2004,Annual report pursuant to the Protocol on Environmental Protection to the Antarctic Treaty,Korea (ROK),Exchange of information
ATCM27_ip096_rev1_e.docx,2167,ip,2004,A Maritime Accident in King George Island,Korea (ROK),Safety and Operations in antarctica
ATCM27_ip096_rev1_e.docx,2167,ip,2004,A Maritime Accident in King George Island,Korea (ROK),Search and rescue
ATCM27_ip097_e.docx,2168,ip,2004,Korean activities in the Arctic in the year 2003,Korea (ROK),International polar year
ATCM27_ip098_e.docx,2169,ip,2004,Conservation of seabirds: improvements and new steps forward,Spain,Fauna and flora general
ATCM27_ip099_e.docx,2170,ip,2004,"New Belgian Research Base in Dronning Maud Land, Antarctica",Belgium,Operational issues
ATCM27_ip100_e.docx,2171,ip,2004,Subglacial Lakes of Antarctica,SCAR,Sub glacial lakes
ATCM27_ip101_e.docx,2172,ip,2004,"27th Polish Antarctic Expedition to Arctowski Station
(King George Island, Antarctica), 2002/2003
",Poland,Science issues
ATCM27_ip103_e.docx,2173,ip,2004,Entry into force of the agreement on the Conservation of Albatrosses and Petrels,Australia,Cooperation with other organization
ATCM27_ip103_e.docx,2173,ip,2004,Entry into force of the agreement on the Conservation of Albatrosses and Petrels,Australia,Fauna and flora general
ATCM27_ip104_e.docx,2174,ip,2004,Second Malaysian International Seminar on Antarctica: informal report,Australia,Exchange of information
ATCM27_ip105_e.docx,2175,ip,2004,Estonia's response to information paper IP42 submitted by Italy,Estonia,Enviromental protection general
ATCM27_ip106_e.docx,2176,ip,2004,Industry involvement in Antarctic bioprospecting,UNEP,Biological Prospecting
ATCM27_ip107_e.docx,2177,ip,2004,"Relevamiento de restos históricos del naufragio de Pta. Suffield, Bahía Maxwell, Isla Rey Jorge (Isla 25 de mayo), en relación a la Resolución 5 (2001)",Uruguay,Historic sites and monuments
ATCM27_ip108_e.docx,2178,ip,2004,Tourism accreditation and inspection under the Antarctic Treaty,ASOC,Inspections
ATCM27_ip108_e.docx,2178,ip,2004,Tourism accreditation and inspection under the Antarctic Treaty,ASOC,Tourism and NG activities
ATCM27_ip109_e.docx,2179,ip,2004,The Dronning Maud Land air network (DROMLAN) ,Norway,Operational issues
ATCM27_ip110_e.docx,2180,ip,2004,Revised Chairman's draft of Annex VI to the Protocol on Environmental Protection to the Antarctic Treaty. 'Liability arising from environmental emergencies',New Zealand,Liability
ATCM26_ip001_e.docx,2181,ip,2003,Environmental domains for the Ross Sea region,New Zealand,Enviromental Domains Analysis
ATCM26_ip002_e.docx,2182,ip,2003,Annual Report pursuant to the Protocol on Environmental Protection to the Antarctic Treaty,Italy,Exchange of information
ATCM26_ip009_e.docx,2183,ip,2003,Report of the CCAMLR observer to the twenty sixth meeting of the ATCM (ATCM-XXVI),CCAMLR,Operation of antarctic treaty system: Reports
ATCM26_ip010_e.docx,2184,ip,2003,Final Rule for Protection of Antarctic Meteorites under U.S. Law,United States,Enviromental protection general
ATCM26_ip011_e.docx,2185,ip,2003,Annual report of New Zealand pursuant to Article 17 of the Protocol on Environmental Protection to the Antarctic Treaty,New Zealand,Exchange of information
ATCM26_ip012_e.docx,2186,ip,2003,Report of the Informal Intersessional Group on Tourism Activities in Antarctica,France,Tourism and NG activities
ATCM26_ip013_e.docx,2187,ip,2003,Report of the Depositary Government,United States,Operation of antarctic treaty system: Reports
ATCM26_ip013_rev1_e.docx,2188,ip,2003,Report of the Depositary Government,United States,Operation of antarctic treaty system: Reports
ATCM26_ip013_rev2_e.docx,2189,ip,2003,Report of the Depositary Government,United States,Operation of antarctic treaty system: Reports
ATCM26_ip018_e.docx,2190,ip,2003,Russian studies of the subglacial Lake Vostok in 1995-2002,Russian Federation,Sub glacial lakes
ATCM26_ip020_e.docx,2191,ip,2003,"Main results of the first stage of the subprogram ""Study and Research in the Antarctic"" under the Federal research program ""World Ocean"" of Russia",Russian Federation,Science issues
ATCM26_ip021_e.docx,2192,ip,2003,Report of the Russian Federation on implementation of the Protocol on Environmental Protection to the Antarctic Treaty (in compliance with Article 17),Russian Federation,Exchange of information
ATCM26_ip023_e.docx,2193,ip,2003,Additional 50m drilling of deep borehole at Vostok Station Initial Environmental Evaluation ,Russian Federation,Drilling
ATCM26_ip023_e.docx,2193,ip,2003,Additional 50m drilling of deep borehole at Vostok Station Initial Environmental Evaluation ,Russian Federation,Sub glacial lakes
ATCM26_ip024_e.docx,2194,ip,2003,Annual report of the Brazilian Antarctic activities in the 2002/2003 season,Brazil,Exchange of information
ATCM26_ip025_e.docx,2195,ip,2003,Permanent information on the Brazilian Antarctic Programme,Brazil,Exchange of information
ATCM26_ip031_e.docx,2196,ip,2003,"Synthesis on Antarctic pinnipeds pathologies at Cape Shirreff, Livingstone Island, Antarctica",Chile,Non-native species and quarantine
ATCM26_ip034_e.docx,2197,ip,2003,Installation of Wind Turbines at Mawson,Australia,Enviromental protection general
ATCM26_ip035_e.docx,2198,ip,2003,Prince Charles Mountains Expedition of Germany and Australia (PCMEGA),Australia,Enviromental protection general
ATCM26_ip036_e.docx,2199,ip,2003,Clean Up of Thala Valley Waste Disposal Site near Casey,Australia,Waste management and disposal
ATCM26_ip037_e.docx,2200,ip,2003,"The Interaction Between National Operators, Tourists and Tourism Operators",COMNAP,Tourism and NG activities
ATCM26_ip038_e.docx,2201,ip,2003,"Report of the CEP Observer to SC-CCAMLR XXI, 21 to 25 October 2002",Australia,Cooperation with other organization
ATCM26_ip039_e.docx,2202,ip,2003,COMNAP Report to XXVI ATCM,COMNAP,Operation of antarctic treaty system: Reports
ATCM26_ip040_rev1_e.docx,2203,ip,2003,Comparison of EIA processes for Antarctic non-government activities,Australia,Enviromental impact assessment(EIA): other EIA matters
ATCM26_ip040_rev1_e.docx,2203,ip,2003,Comparison of EIA processes for Antarctic non-government activities,Australia,Tourism and NG activities
ATCM26_ip041_e.docx,2204,ip,2003, Actions carried out by Spain regarding the resolutions adopted during ATCMs XXIV AND XXV,Spain,Enviromental protection general
ATCM26_ip042_e.docx,2205,ip,2003,Progress on the Antarctic Treaty Information Exchange Web Site www.infoantarctica.org.ar,Argentina,Exchange of information
ATCM26_ip043_e.docx,2206,ip,2003,Progress on the environmental restoration of Marambio Station ,Argentina,Enviromental protection general
ATCM26_ip044_e.docx,2207,ip,2003,Port State Control: an update on international law approaches to regulate vessels engaged in Antarctic non-governmental activites,ASOC,Tourism and NG activities
ATCM26_ip045_e.docx,2208,ip,2003,Key activities undertaken by Peru in Antarctic matters during the 2002-2003 period,Peru,Exchange of information
ATCM26_ip046_e.docx,2209,ip,2003,"Visit by Bulgarian officials to “St. Kl. Ohridski” Bulgarian Polar Station, Antarctica ",Bulgaria,Exchange of information
ATCM26_ip047_e.docx,2210,ip,2003,“Bioprospecting in Antarctica” an academic workshop,New Zealand,Biological Prospecting
ATCM26_ip048_e.docx,2211,ip,2003,Progress towards a Deception Island Antarctic Specially Managed Area (ASMA),United Kingdom,Management Plans
ATCM26_ip049_e.docx,2212,ip,2003,Antarctic Protected Areas System: Information Archive for Antarctic Protected Areas,United Kingdom,Area Management and protection plans: General
